coral_id,code,type,search_term,cafi_size_mm,measurement,alt_size_mm,alt_measurement,photo_num,id_certainty,general_notes,identification_notes,worms_id,lowest_level,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species
FE-POC16D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown snails and hermits 16D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC16D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown snails and hermits 16D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC16D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown snails and hermits 16D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC16D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown snails and hermits 16D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC16D,STRU,snail,Stomatolina rubra,NA,total_length,NA,,unknown snails and hermits 16D,certain,,"changed from red_spot_white_snail; Curl shell with red dots, unmistakeable. Orange bands",213528,species,Mollusca,NA,NA,Gastropoda,Vetigastropoda,NA,Trochida,NA,NA,Trochoidea,Trochidae,Stomatellinae,Stomatolina,Stomatolina rubra
FE-POC16D,CYPR,snail,Cypraeidae,NA,total_length,NA,,unknown snails and hermits 16D,revision_possible,,"No exact match, but overall body shape, color, and lining on shells looks right. Could be olive snail (Mitridae), but the end doesn't look right and it looks like there's a fringe of tissue in our photo where a cowry would be",23022,family,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Littorinimorpha,NA,NA,Cypraeoidea,Cypraeidae,NA,NA,NA
FE-POC16D,FECH,shrimp,Fennera chacei,NA,rostrum_to_tail,NA,,unknown shrimps 16D,revision_possible,"6 recorded, only 5 in photo","Body like FECH, markings gone from ethanol?",220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
FE-POC16D,PESP,shrimp,Periclimenes,NA,rostrum_to_tail,NA,,unknown shrimps 16D,revision_possible,"6 recorded, only 5 in photo",too skinny for a FECH,107035,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,NA
FE-POC16D,PESP,shrimp,Periclimenes,NA,rostrum_to_tail,NA,,unknown shrimps 16D,revision_possible,"6 recorded, only 5 in photo",too skinny for a FECH,107035,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,NA
FE-POC16D,PESP,shrimp,Periclimenes,NA,rostrum_to_tail,NA,,unknown shrimps 16D,revision_possible,"6 recorded, only 5 in photo",too skinny for a FECH,107035,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,NA
FE-POC16D,PESP,shrimp,Periclimenes,NA,rostrum_to_tail,NA,,unknown shrimps 16D,revision_possible,"6 recorded, only 5 in photo",too skinny for a FECH,107035,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,NA
FE-POC16D,PESP,shrimp,Periclimenes,NA,rostrum_to_tail,NA,,unknown shrimps 16D,revision_possible,"6 recorded, only 5 in photo",too skinny for a FECH,107035,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,NA
FE-POC16D,ALSP,shrimp,Alpheus,NA,rostrum_to_tail,NA,,unknown shrimps 16D,uncertain,,Don't know how you could tell ALCO from other species from this photo,106978,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,NA
FE-POC16D,HABE,shrimp,Harpiliopsis beaupresii,NA,rostrum_to_tail,NA,,HADE 16D,certain,gravid,,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
FE-POC16D,HABE,shrimp,Harpiliopsis beaupresii,NA,rostrum_to_tail,NA,,another HADE 16D,certain,,,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
FE-POC16D,HARP,shrimp,Harpiliopsis,NA,rostrum_to_tail,NA,,more HADE 16D,revision_possible,,can't ID species without markings or clear shot of claws,204789,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,NA
FE-POC16D,HARP,shrimp,Harpiliopsis,NA,rostrum_to_tail,NA,,more HADE 16D,revision_possible,,can't ID species without markings or clear shot of claws,204789,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,NA
FE-POC16D,PESP,shrimp,Periclimenes,NA,rostrum_to_tail,NA,,more HADE 16D,revision_possible,,"Body shape doesn't look like HARP, raptorial legs. May not be Idable past Palaemonidae",107035,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Periclimenes,NA
FE-POC18D,HARP,shrimp,Harpiliopsis,NA,rostrum_to_tail,NA,,HADEs 18D,revision_possible,gravid,can't ID species without markings or clear shot of claws; probably HABE,204789,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,NA
FE-POC18D,HARP,shrimp,Harpiliopsis,NA,rostrum_to_tail,NA,,HADEs 18D,revision_possible,,can't ID species without markings or clear shot of claws,204789,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,NA
FE-POC18D,ATDJ,shrimp,Athanas djiboutensis,NA,rostrum_to_tail,NA,,unknown shrimps 18D,revision_possible,,"Athanas species difficult to distinguish, but genus is likely to be correct",210466,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Athanas,Athanas djiboutensis
FE-POC18D,SYCH,shrimp,Synalpheus charon,NA,rostrum_to_tail,NA,,unknown shrimps 18D,revision_possible,,"Red opaque shell, dark spots, very zig zaggy claw; worth getting expert opinion in case some are ALSI",210494,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
FE-POC18D,SYCH,shrimp,Synalpheus charon,NA,rostrum_to_tail,NA,,unknown shrimps 18D,revision_possible,,"Red opaque shell, dark spots, very zig zaggy claw; worth getting expert opinion in case some are ALSI",210494,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
FE-POC18D,POLY,worm,Polynoidae,NA,total_length,NA,,unknown worms and amphipods 18D,certain,,"Several species in here, but all very certainly in Polynoid family. Distinctly spaced parapodia and setae bundles with patterning down back",939,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Phyllodocida,Aphroditiformia,NA,NA,Polynoidae,NA,NA,NA
FE-POC18D,POLY,worm,Polynoidae,NA,total_length,NA,,unknown worms and amphipods 18D,certain,,"Several species in here, but all very certainly in Polynoid family. Distinctly spaced parapodia and setae bundles with patterning down back",939,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Phyllodocida,Aphroditiformia,NA,NA,Polynoidae,NA,NA,NA
FE-POC18D,UNSP,amphipod,Unciola,NA,rostrum_to_tail,NA,,unknown worms and amphipods 18D,certain,,Only amph in Biocode with solid red eyes,101474,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Corophiida,Aoroidea,Unciolidae,Unciolinae,Unciola,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC18D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 18D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC24D,SYCH,shrimp,Synalpheus charon,NA,rostrum_to_tail,NA,,possible_SYCH 24D,revision_possible,one gravid,"Red opaque shell, dark spots, very zig zaggy claw; worth getting expert opinion in case some are ALSI",210494,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
FE-POC24D,SYCH,shrimp,Synalpheus charon,NA,rostrum_to_tail,NA,,possible_SYCH 24D,revision_possible,one gravid,"Red opaque shell, dark spots, very zig zaggy claw; worth getting expert opinion in case some are ALSI",210494,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
FE-POC24D,HASP,shrimp,Harpiliopsis spinigera,NA,rostrum_to_tail,NA,,HASPSs 24D,certain,,,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
FE-POC24D,HASP,shrimp,Harpiliopsis spinigera,NA,rostrum_to_tail,NA,,HASPSs 24D,certain,,,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
FE-POC24D,HASP,shrimp,Harpiliopsis spinigera,NA,rostrum_to_tail,NA,,HASPSs 24D,certain,,,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
FE-POC24D,HASP,shrimp,Harpiliopsis spinigera,NA,rostrum_to_tail,NA,,HASPSs 24D,certain,,,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
FE-POC24D,COMO,snail,Coralliophila monodonta,NA,total_length,NA,,snails and unknown hermits 24D,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
FE-POC24D,COMO,snail,Coralliophila monodonta,NA,total_length,NA,,snails and unknown hermits 24D,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
FE-POC24D,COMO,snail,Coralliophila monodonta,NA,total_length,NA,,snails and unknown hermits 24D,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
FE-POC24D,COMO,snail,Coralliophila monodonta,NA,total_length,NA,,snails and unknown hermits 24D,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
FE-POC24D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,snails and unknown hermits 24D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC24D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,snails and unknown hermits 24D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,EVSP,fish,Eviota,NA,total_length,NA,standard_length,unknown fish and shrimps 25D,certain,,"Right shape, stripes",205965,genus,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Eviota,NA
FE-POC25D,PMSP,shrimp,Palaemonella,NA,rostrum_to_tail,NA,,unknown fish and shrimps 25D,revision_possible,,"No color, can't get to species; Spike mohawk with harpiliopsis-esque claws, need coloration to get to species",107033,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Palaemonella,NA
FE-POC25D,PMSP,shrimp,Palaemonella,NA,rostrum_to_tail,NA,,unknown fish and shrimps 25D,revision_possible,,"No color, can't get to species; Spike mohawk with harpiliopsis-esque claws, need coloration to get to species",107033,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Palaemonella,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC25D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 25D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC31D,SYCH,shrimp,Synalpheus charon,NA,rostrum_to_tail,NA,,unknown shrimps 31D,revision_possible,gravid,"Red opaque shell, dark spots, very zig zaggy claw; worth getting expert opinion in case some are ALSI",210494,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Synalpheus,Synalpheus charon
FE-POC31D,MEMC,shrimp,Metabetaeus mcphersonae,NA,rostrum_to_tail,NA,,unknown shrimps 31D,revision_possible,one gravid,"not ALDO, ID made based on claw size, shape, eye placement, curved forehead, patterning of stripes; loosely aggregated red bands across tail, red dots on small thin claws, black eyes next to curved forehead and small triangular rostra",515066,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Metabetaeus,Metabetaeus mcphersonae
FE-POC31D,HASP,shrimp,Harpiliopsis spinigera,NA,rostrum_to_tail,NA,,HASPs 31D,certain,,,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
FE-POC31D,HASP,shrimp,Harpiliopsis spinigera,NA,rostrum_to_tail,NA,,HASPs 31D,certain,,,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
FE-POC31D,FECH,shrimp,Fennera chacei,NA,rostrum_to_tail,NA,,unknown shrimps and fish 31D,revision_possible,,"Body like FECH, markings gone from ethanol?",220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
FE-POC31D,ATDJ,shrimp,Athanas djiboutensis,NA,rostrum_to_tail,NA,,unknown shrimps and fish 31D,revision_possible,,"not ALDO, red blush under eye and patterns of red and white dots look like other loosely marked ATDJs. Mismatched IDs of ATDJ/MEMC in same colony suspicious, since more likely a breeding pair.. but eyes and rostra do look slightly different; Athanas species difficult to distinguish, but genus is likely to be correct",210466,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Athanas,Athanas djiboutensis
FE-POC31D,EVSP,fish,Eviota,NA,total_length,NA,standard_length,unknown shrimps and fish 31D,revision_possible,,"Right shape, looks like indistinct ones on biocode",205965,genus,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Eviota,NA
FE-POC31D,COMO,snail,Coralliophila monodonta,NA,total_length,NA,,snail and unknown hermits 31D,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
FE-POC31D,CALT,hermit,Calcinus latens,NA,carapace_length,NA,,snail and unknown hermits 31D,certain,,"Speckled upper legs, solid brown eye stalks, solid lower leg color",208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
FE-POC31D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 31D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
FE-POC31D,PASP,hermit,Pagurixus,NA,carapace_length,NA,,unknown hermits 31D,certain,,"All small, clear with varying orange patterns, not all (if any) Idable to species. Some may not be Pagurixus, can't see in shells, but appears to be most common genus in Family so it's a reasonable guess",204996,genus,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,Pagurixus,NA
